Date,4_Week_T_Bill_Rate,Daily_rf
2022-05-19,0.65,1.8060284222576328e-05
2022-05-20,0.62,1.722652440161454e-05
2022-05-23,0.52,1.4447470583656141e-05
2022-05-24,0.51,1.416957751954051e-05
2022-05-25,0.52,1.4447470583656141e-05
2022-05-26,0.7,1.9449928723824783e-05
2022-05-27,0.68,1.8894064203189842e-05
2022-05-30,0.68,1.8894064203189842e-05
2022-05-31,0.71,1.972786434434326e-05
2022-06-01,0.75,2.0839629228275314e-05
2022-06-02,0.84,2.334123127933907e-05
2022-06-03,0.86,2.389716749240378e-05
2022-06-06,0.87,2.4175138959803277e-05
2022-06-07,0.85,2.361919826543435e-05
2022-06-08,0.86,2.389716749240378e-05
2022-06-09,1.04,2.89009967697762e-05
2022-06-10,1.09,3.0291078215283207e-05
2022-06-13,1.11,3.084712648382393e-05
2022-06-14,1.15,3.195924992049903e-05
2022-06-15,1.16,3.223728638368506e-05
2022-06-16,1.18,3.2793366035788196e-05
2022-06-17,1.13,3.140318371874784e-05
2022-06-20,1.13,3.140318371874784e-05
2022-06-21,1.04,2.89009967697762e-05
2022-06-22,0.92,2.5565029909246917e-05
2022-06-23,1.11,3.084712648382393e-05
2022-06-24,1.18,3.2793366035788196e-05
2022-06-27,1.13,3.140318371874784e-05
2022-06-28,1.07,2.973503891268159e-05
2022-06-29,1.06,2.9457022623580187e-05
2022-06-30,1.26,3.5017774320911244e-05
2022-07-01,1.26,3.5017774320911244e-05
2022-07-04,1.26,3.5017774320911244e-05
2022-07-05,1.27,3.529583544570336e-05
2022-07-06,1.29,3.585196442190686e-05
2022-07-07,1.53,4.252621179312577e-05
2022-07-08,1.55,4.3082457387377815e-05
2022-07-11,1.53,4.252621179312577e-05
2022-07-12,1.57,4.363871195445235e-05
2022-07-13,1.68,4.669827247116842e-05
2022-07-14,1.96,5.448746982139596e-05
2022-07-15,1.95,5.4209253904202725e-05
2022-07-18,1.91,5.309641268036458e-05
2022-07-19,1.87,5.1983607367578344e-05
2022-07-20,1.84,5.11490269481385e-05
2022-07-21,2.12,5.893922979005595e-05
2022-07-22,2.12,5.893922979005595e-05
2022-07-25,2.1,5.83827283644478e-05
2022-07-26,2.12,5.893922979005595e-05
2022-07-27,2.09,5.810448101928323e-05
2022-07-28,2.15,5.977399876755385e-05
2022-07-29,2.16,6.005225958394256e-05
2022-08-01,2.15,5.977399876755385e-05
2022-08-02,2.15,5.977399876755385e-05
2022-08-03,2.14,5.9495740196480185e-05
2022-08-04,2.12,5.893922979005595e-05
2022-08-05,2.14,5.9495740196480185e-05
2022-08-08,2.14,5.9495740196480185e-05
2022-08-09,2.14,5.9495740196480185e-05
2022-08-10,2.15,5.977399876755385e-05
2022-08-11,2.17,6.033052264564631e-05
2022-08-12,2.16,6.005225958394256e-05
2022-08-15,2.18,6.060878795266511e-05
2022-08-16,2.16,6.005225958394256e-05
2022-08-17,2.11,5.866097795470537e-05
2022-08-18,2.16,6.005225958394256e-05
2022-08-19,2.16,6.005225958394256e-05
2022-08-22,2.18,6.060878795266511e-05
2022-08-23,2.17,6.033052264564631e-05
2022-08-24,2.17,6.033052264564631e-05
2022-08-25,2.34,6.506133826378324e-05
2022-08-26,2.31,6.422644128845079e-05
2022-08-29,2.35,6.53396417475971e-05
2022-08-30,2.32,6.450473803432111e-05
2022-08-31,2.29,6.366985453443164e-05
2022-09-01,2.46,6.840112831185685e-05
2022-09-02,2.42,6.728782902309938e-05
2022-09-05,2.42,6.728782902309938e-05
2022-09-06,2.34,6.506133826378324e-05
2022-09-07,2.18,6.060878795266511e-05
2022-09-08,2.5,6.951446354275248e-05
2022-09-09,2.5,6.951446354275248e-05
2022-09-12,2.54,7.062783471822875e-05
2022-09-13,2.45,6.812280012025163e-05
2022-09-14,2.43,6.756615047587289e-05
2022-09-15,2.68,7.452491692938601e-05
2022-09-16,2.6,7.229795888274992e-05
2022-09-19,2.53,7.034948855455525e-05
2022-09-20,2.47,6.867945874988735e-05
2022-09-21,2.46,6.840112831185685e-05
2022-09-22,2.65,7.368979080890625e-05
2022-09-23,2.59,7.201959923830437e-05
2022-09-26,2.64,7.341141992966982e-05
2022-09-27,2.6,7.229795888274992e-05
2022-09-28,2.5,6.951446354275248e-05
2022-09-29,2.68,7.452491692938601e-05
2022-09-30,2.7,7.508167891212558e-05
2022-10-03,2.75,7.647362319640472e-05
2022-10-04,2.77,7.703041664197663e-05
2022-10-05,2.74,7.6195229844922e-05
2022-10-06,2.94,8.176352392896824e-05
2022-10-07,2.92,8.120665405941807e-05
2022-10-10,2.92,8.120665405941807e-05
2022-10-11,2.92,8.120665405941807e-05
2022-10-12,2.91,8.092822249650133e-05
2022-10-13,3.23,8.983914770688273e-05
2022-10-14,3.18,8.844666385532385e-05
2022-10-17,3.16,8.788968605766279e-05
2022-10-18,3.08,8.566186482017457e-05
2022-10-19,3.13,8.705423622790143e-05
2022-10-20,3.44,9.568819395067152e-05
2022-10-21,3.42,9.513109918457552e-05
2022-10-24,3.42,9.513109918457552e-05
2022-10-25,3.4,9.457401341794736e-05
2022-10-26,3.36,9.345986888131819e-05
2022-10-27,3.61,0.00010042386284769833
2022-10-28,3.6,0.00010014527608670498
2022-10-31,3.57,9.930952930670145e-05
2022-11-01,3.56,9.903095154739638e-05
2022-11-02,3.53,9.819523177134748e-05
2022-11-03,3.63,0.00010098104312117329
2022-11-04,3.6,0.00010014527608670498
2022-11-07,3.64,0.00010125963663365489
2022-11-08,3.51,9.763809650498168e-05
2022-11-09,3.48,9.680241048148908e-05
2022-11-10,3.58,9.958810931620654e-05
2022-11-11,3.58,9.958810931620654e-05
2022-11-14,3.58,9.958810931620654e-05
2022-11-15,3.62,0.00010070245185911375
2022-11-16,3.64,0.00010125963663365489
2022-11-17,3.8,0.00010571743894094432
2022-11-18,3.79,0.0001054388094143821
2022-11-21,3.82,0.0001062747047475554
2022-11-22,3.81,0.00010599607071859474
2022-11-23,3.97,0.00011045448535118574
2022-11-24,3.97,0.00011045448535118574
2022-11-25,4.01,0.00011156917907495512
2022-11-28,3.96,0.00011017581754968475
2022-11-29,3.92,0.00010906116886122419
2022-11-30,3.91,0.00010878251231827285
2022-12-01,3.87,0.00010766790866156839
2022-12-02,3.75,0.00010432431381923735
2022-12-05,3.75,0.00010432431381923735
2022-12-06,3.68,0.00010237403319024452
2022-12-07,3.6,0.00010014527608670498
2022-12-08,3.61,0.00010042386284769833
2022-12-09,3.66,0.00010181683041055045
2022-12-12,3.68,0.00010237403319024452
2022-12-13,3.71,0.00010320985424039364
2022-12-14,3.73,0.00010376707952786113
2022-12-15,3.79,0.0001054388094143821
2022-12-16,3.78,0.0001051601821389081
2022-12-19,3.77,0.00010488155711474434
2022-12-20,3.69,0.00010265263795616875
2022-12-21,3.66,0.00010181683041055045
2022-12-22,3.65,0.00010153823239678061
2022-12-23,3.65,0.00010153823239678061
2022-12-26,3.65,0.00010153823239678061
2022-12-27,3.62,0.00010070245185911375
2022-12-28,3.57,9.930952930670145e-05
2022-12-29,3.88,0.00010794655619839055
2022-12-30,3.95,0.00010989715200016015
2023-01-02,3.95,0.00010989715200016015
2023-01-03,3.96,0.00011017581754968475
2023-01-04,4.0,0.00011129050226621473
2023-01-05,4.12,0.00011463477260664767
2023-01-06,4.14,0.00011519218252775687
2023-01-09,4.17,0.0001160283143020191
2023-01-10,4.2,0.00011686446634895375
2023-01-11,4.2,0.00011686446634895375
2023-01-12,4.37,0.00012160304425368196
2023-01-13,4.38,0.00012188180440753094
2023-01-16,4.38,0.00012188180440753094
2023-01-17,4.4,0.0001224393314753769
2023-01-18,4.39,0.0001221605668149106
2023-01-19,4.49,0.0001249483148240138
2023-01-20,4.48,0.00012466952988221536
2023-01-23,4.49,0.0001249483148240138
2023-01-24,4.49,0.0001249483148240138
2023-01-25,4.47,0.0001243907471939476
2023-01-26,4.49,0.0001249483148240138
2023-01-27,4.48,0.00012466952988221536
2023-01-30,4.47,0.0001243907471939476
2023-01-31,4.45,0.00012383318857844827
2023-02-01,4.46,0.0001241119667594326
2023-02-02,4.49,0.0001249483148240138
2023-02-03,4.48,0.00012466952988221536
2023-02-06,4.49,0.0001249483148240138
2023-02-07,4.49,0.0001249483148240138
2023-02-08,4.51,0.00012550589146842484
2023-02-09,4.53,0.00012606347712762478
2023-02-10,4.53,0.00012606347712762478
2023-02-13,4.53,0.00012606347712762478
2023-02-14,4.5,0.00012522710201934295
2023-02-15,4.51,0.00012550589146842484
2023-02-16,4.53,0.00012606347712762478
2023-02-17,4.51,0.00012550589146842484
2023-02-20,4.51,0.00012550589146842484
2023-02-21,4.5,0.00012522710201934295
2023-02-22,4.49,0.0001249483148240138
2023-02-23,4.53,0.00012606347712762478
2023-02-24,4.55,0.00012662107180205773
2023-02-27,4.54,0.00012634227333796488
2023-02-28,4.52,0.00012578468317103741
2023-03-01,4.52,0.00012578468317103741
2023-03-02,4.59,0.00012773628819773286
2023-03-03,4.59,0.00012773628819773286
2023-03-06,4.59,0.00012773628819773286
2023-03-07,4.63,0.0001288515406572266
2023-03-08,4.59,0.00012773628819773286
2023-03-09,4.66,0.00012968800367052502
2023-03-10,4.64,0.0001291303594075366
2023-03-13,4.45,0.00012383318857844827
2023-03-14,4.27,0.00011881556663495552
2023-03-15,4.06,0.00011296259689852484
2023-03-16,3.93,0.00010933982765592987
2023-03-17,4.18,0.00011630702939857684
2023-03-20,4.19,0.00011658574674755506
2023-03-21,3.91,0.00010878251231827285
2023-03-22,3.98,0.00011073315540444106
2023-03-23,4.13,0.00011491347644110306
2023-03-24,4.15,0.00011547089086660911
2023-03-27,4.07,0.00011324128721934557
2023-03-28,4.1,0.00011407737169522036
2023-03-29,4.2,0.00011686446634895375
2023-03-30,4.6,0.00012801509793147758
2023-03-31,4.6,0.00012801509793147758
2023-04-03,4.56,0.00012689987252012536
2023-04-04,4.52,0.00012578468317103741
2023-04-05,4.48,0.00012466952988221536
2023-04-06,4.44,0.00012355441265099465
2023-04-07,4.43,0.00012327563897707172
2023-04-10,4.39,0.0001221605668149106
2023-04-11,4.09,0.00011379867461758231
2023-04-12,4.04,0.00011240522301303457
2023-04-13,3.98,0.00011073315540444106
2023-04-14,4.18,0.00011630702939857684
2023-04-17,3.95,0.00010989715200016015
2023-04-18,3.69,0.00010265263795616875
2023-04-19,3.68,0.00010237403319024452
2023-04-20,3.32,9.234576033834152e-05
2023-04-21,3.29,9.151020255071529e-05
2023-04-24,3.4,9.457401341794736e-05
2023-04-25,3.92,0.00010906116886122419
2023-04-26,3.63,0.00010098104312117329
2023-04-27,4.16,0.00011574960145810387
2023-04-28,4.23,0.00011770063866944902
2023-05-01,4.32,0.00012020927728118025
2023-05-02,4.33,0.0001204880261695962
2023-05-03,4.44,0.00012355441265099465
2023-05-04,5.54,0.00015423328216290777
2023-05-05,5.38,0.0001497692047025545
2023-05-08,5.33,0.00014837429898717502
2023-05-09,5.4,0.00015032718278629176
2023-05-10,5.39,0.00015004819261599245
2023-05-11,5.59,0.00015562842487626405
2023-05-12,5.57,0.00015507036101847227
2023-05-15,5.49,0.00015283819588463032
2023-05-16,5.45,0.00015172216749248513
2023-05-17,5.39,0.00015004819261599245
2023-05-18,5.38,0.0001497692047025545
2023-05-19,5.41,0.00015060617521367448
2023-05-22,5.5,0.00015311720862554168
2023-05-23,5.51,0.00015339622362398053
2023-05-24,5.62,0.0001564655375951851
2023-05-25,5.71,0.00015897699767153384
2023-05-26,5.78,0.0001609304819565338
2023-05-29,5.78,0.0001609304819565338
2023-05-30,5.12,0.00014251631099737594
2023-05-31,5.08,0.00014140061656675584
2023-06-01,5.14,0.00014307417174808101
2023-06-02,5.12,0.00014251631099737594
2023-06-05,5.09,0.0001416795367905621
2023-06-06,4.99,0.00013889043605597173
2023-06-07,4.91,0.00013665931786177588
2023-06-08,5.09,0.0001416795367905621
2023-06-09,5.09,0.0001416795367905621
2023-06-12,5.08,0.00014140061656675584
2023-06-13,5.03,0.00014000604928265936
2023-06-14,5.01,0.00013944823815825735
2023-06-15,5.02,0.0001397271425926938
2023-06-16,5.02,0.0001397271425926938
2023-06-19,5.02,0.0001397271425926938
2023-06-20,5.01,0.00013944823815825735
2023-06-21,5.0,0.00013916933597957204
2023-06-22,5.02,0.0001397271425926938
2023-06-23,5.01,0.00013944823815825735
2023-06-26,5.01,0.00013944823815825735
2023-06-27,5.0,0.00013916933597957204
2023-06-28,5.0,0.00013916933597957204
2023-06-29,5.09,0.0001416795367905621
2023-06-30,5.08,0.00014140061656675584
2023-07-03,5.1,0.00014195845927034156
2023-07-04,5.1,0.00014195845927034156
2023-07-05,5.1,0.00014195845927034156
2023-07-06,5.15,0.0001433531055072823
2023-07-07,5.16,0.00014363204152267883
2023-07-10,5.16,0.00014363204152267883
2023-07-11,5.16,0.00014363204152267883
2023-07-12,5.16,0.00014363204152267883
2023-07-13,5.21,0.00014502675544059151
2023-07-14,5.2,0.00014474780814466293
2023-07-17,5.19,0.00014446886310492957
2023-07-18,5.18,0.00014418992032139144
2023-07-19,5.17,0.00014391097979404854
2023-07-20,5.27,0.0001467004865978172
2023-07-21,5.26,0.0001464215257640511
2023-07-24,5.26,0.0001464215257640511
2023-07-25,5.28,0.00014697944968800059
2023-07-26,5.27,0.0001467004865978172
2023-07-27,5.27,0.0001467004865978172
2023-07-28,5.26,0.0001464215257640511
2023-07-31,5.27,0.0001467004865978172
2023-08-01,5.28,0.00014697944968800059
2023-08-02,5.27,0.0001467004865978172
2023-08-03,5.28,0.00014697944968800059
2023-08-04,5.27,0.0001467004865978172
2023-08-07,5.27,0.0001467004865978172
2023-08-08,5.28,0.00014697944968800059
2023-08-09,5.25,0.00014614256718670227
2023-08-10,5.28,0.00014697944968800059
2023-08-11,5.28,0.00014697944968800059
2023-08-14,5.28,0.00014697944968800059
2023-08-15,5.27,0.0001467004865978172
2023-08-16,5.26,0.0001464215257640511
2023-08-17,5.28,0.00014697944968800059
2023-08-18,5.27,0.0001467004865978172
2023-08-21,5.28,0.00014697944968800059
2023-08-22,5.27,0.0001467004865978172
2023-08-23,5.28,0.00014697944968800059
2023-08-24,5.28,0.00014697944968800059
2023-08-25,5.29,0.0001472584150348233
2023-08-28,5.29,0.0001472584150348233
2023-08-29,5.27,0.0001467004865978172
2023-08-30,5.29,0.0001472584150348233
2023-08-31,5.28,0.00014697944968800059
2023-09-01,5.28,0.00014697944968800059
2023-09-04,5.28,0.00014697944968800059
2023-09-05,5.27,0.0001467004865978172
2023-09-06,5.28,0.00014697944968800059
2023-09-07,5.28,0.00014697944968800059
2023-09-08,5.28,0.00014697944968800059
2023-09-11,5.28,0.00014697944968800059
2023-09-12,5.28,0.00014697944968800059
2023-09-13,5.28,0.00014697944968800059
2023-09-14,5.28,0.00014697944968800059
2023-09-15,5.28,0.00014697944968800059
2023-09-18,5.29,0.0001472584150348233
2023-09-19,5.29,0.0001472584150348233
2023-09-20,5.29,0.0001472584150348233
2023-09-21,5.29,0.0001472584150348233
2023-09-22,5.29,0.0001472584150348233
2023-09-25,5.3,0.00014753738263806326
2023-09-26,5.3,0.00014753738263806326
2023-09-27,5.3,0.00014753738263806326
2023-09-28,5.29,0.0001472584150348233
2023-09-29,5.29,0.0001472584150348233
2023-10-02,5.29,0.0001472584150348233
2023-10-03,5.28,0.00014697944968800059
2023-10-04,5.29,0.0001472584150348233
2023-10-05,5.3,0.00014753738263806326
2023-10-06,5.32,0.0001480953246140171
2023-10-09,5.32,0.0001480953246140171
2023-10-10,5.33,0.00014837429898717502
2023-10-11,5.31,0.00014781635249772052
2023-10-12,5.34,0.00014865327561675024
2023-10-13,5.33,0.00014837429898717502
2023-10-16,5.31,0.00014781635249772052
2023-10-17,5.31,0.00014781635249772052
2023-10-18,5.3,0.00014753738263806326
2023-10-19,5.31,0.00014781635249772052
2023-10-20,5.29,0.0001472584150348233
2023-10-23,5.31,0.00014781635249772052
2023-10-24,5.3,0.00014753738263806326
2023-10-25,5.29,0.0001472584150348233
2023-10-26,5.3,0.00014753738263806326
2023-10-27,5.3,0.00014753738263806326
2023-10-30,5.29,0.0001472584150348233
2023-10-31,5.29,0.0001472584150348233
2023-11-01,5.29,0.0001472584150348233
2023-11-02,5.29,0.0001472584150348233
2023-11-03,5.29,0.0001472584150348233
2023-11-06,5.29,0.0001472584150348233
2023-11-07,5.29,0.0001472584150348233
2023-11-08,5.28,0.00014697944968800059
2023-11-09,5.29,0.0001472584150348233
2023-11-10,5.29,0.0001472584150348233
2023-11-13,5.29,0.0001472584150348233
2023-11-14,5.28,0.00014697944968800059
2023-11-15,5.28,0.00014697944968800059
2023-11-16,5.29,0.0001472584150348233
2023-11-17,5.29,0.0001472584150348233
2023-11-20,5.29,0.0001472584150348233
2023-11-21,5.28,0.00014697944968800059
2023-11-22,5.31,0.00014781635249772052
2023-11-23,5.31,0.00014781635249772052
2023-11-24,5.31,0.00014781635249772052
2023-11-27,5.3,0.00014753738263806326
2023-11-28,5.3,0.00014753738263806326
2023-11-29,5.29,0.0001472584150348233
2023-11-30,5.29,0.0001472584150348233
2023-12-01,5.29,0.0001472584150348233
2023-12-04,5.29,0.0001472584150348233
2023-12-05,5.28,0.00014697944968800059
2023-12-06,5.27,0.0001467004865978172
2023-12-07,5.26,0.0001464215257640511
2023-12-08,5.28,0.00014697944968800059
2023-12-11,5.28,0.00014697944968800059
2023-12-12,5.27,0.0001467004865978172
2023-12-13,5.26,0.0001464215257640511
2023-12-14,5.28,0.00014697944968800059
2023-12-15,5.27,0.0001467004865978172
2023-12-18,5.25,0.00014614256718670227
2023-12-19,5.24,0.0001458636108657707
2023-12-20,5.24,0.0001458636108657707
2023-12-21,5.27,0.0001467004865978172
2023-12-22,5.27,0.0001467004865978172
2023-12-25,5.27,0.0001467004865978172
2023-12-26,5.27,0.0001467004865978172
2023-12-27,5.28,0.00014697944968800059
2023-12-28,5.31,0.00014781635249772052
2023-12-29,5.33,0.00014837429898717502
2024-01-01,5.33,0.00014837429898717502
2024-01-02,5.28,0.00014697944968800059
2024-01-03,5.27,0.0001467004865978172
2024-01-04,5.29,0.0001472584150348233
2024-01-05,5.28,0.00014697944968800059
2024-01-08,5.28,0.00014697944968800059
2024-01-09,5.28,0.00014697944968800059
2024-01-10,5.27,0.0001467004865978172
2024-01-11,5.28,0.00014697944968800059
2024-01-12,5.28,0.00014697944968800059
2024-01-15,5.28,0.00014697944968800059
2024-01-16,5.29,0.0001472584150348233
2024-01-17,5.29,0.0001472584150348233
2024-01-18,5.26,0.0001464215257640511
2024-01-19,5.28,0.00014697944968800059
2024-01-22,5.27,0.0001467004865978172
2024-01-23,5.28,0.00014697944968800059
2024-01-24,5.27,0.0001467004865978172
2024-01-25,5.28,0.00014697944968800059
2024-01-26,5.27,0.0001467004865978172
2024-01-29,5.27,0.0001467004865978172
2024-01-30,5.27,0.0001467004865978172
2024-01-31,5.27,0.0001467004865978172
2024-02-01,5.28,0.00014697944968800059
2024-02-02,5.28,0.00014697944968800059
2024-02-05,5.28,0.00014697944968800059
2024-02-06,5.27,0.0001467004865978172
2024-02-07,5.26,0.0001464215257640511
2024-02-08,5.28,0.00014697944968800059
2024-02-09,5.28,0.00014697944968800059
2024-02-12,5.28,0.00014697944968800059
2024-02-13,5.27,0.0001467004865978172
2024-02-14,5.28,0.00014697944968800059
2024-02-15,5.28,0.00014697944968800059
2024-02-16,5.28,0.00014697944968800059
2024-02-19,5.28,0.00014697944968800059
2024-02-20,5.29,0.0001472584150348233
2024-02-21,5.29,0.0001472584150348233
2024-02-22,5.28,0.00014697944968800059
2024-02-23,5.29,0.0001472584150348233
2024-02-26,5.29,0.0001472584150348233
2024-02-27,5.3,0.00014753738263806326
2024-02-28,5.29,0.0001472584150348233
2024-02-29,5.3,0.00014753738263806326
2024-03-01,5.3,0.00014753738263806326
2024-03-04,5.28,0.00014697944968800059
2024-03-05,5.27,0.0001467004865978172
2024-03-06,5.27,0.0001467004865978172
2024-03-07,5.28,0.00014697944968800059
2024-03-08,5.28,0.00014697944968800059
2024-03-11,5.27,0.0001467004865978172
2024-03-12,5.29,0.0001472584150348233
2024-03-13,5.29,0.0001472584150348233
2024-03-14,5.29,0.0001472584150348233
2024-03-15,5.29,0.0001472584150348233
2024-03-18,5.29,0.0001472584150348233
2024-03-19,5.29,0.0001472584150348233
2024-03-20,5.27,0.0001467004865978172
2024-03-21,5.27,0.0001467004865978172
2024-03-22,5.27,0.0001467004865978172
2024-03-25,5.28,0.00014697944968800059
2024-03-26,5.27,0.0001467004865978172
2024-03-27,5.27,0.0001467004865978172
2024-03-28,5.29,0.0001472584150348233
2024-03-29,5.29,0.0001472584150348233
2024-04-01,5.29,0.0001472584150348233
2024-04-02,5.29,0.0001472584150348233
2024-04-03,5.27,0.0001467004865978172
2024-04-04,5.26,0.0001464215257640511
2024-04-05,5.27,0.0001467004865978172
2024-04-08,5.27,0.0001467004865978172
2024-04-09,5.27,0.0001467004865978172
2024-04-10,5.28,0.00014697944968800059
2024-04-11,5.28,0.00014697944968800059
2024-04-12,5.28,0.00014697944968800059
2024-04-15,5.29,0.0001472584150348233
2024-04-16,5.29,0.0001472584150348233
2024-04-17,5.29,0.0001472584150348233
2024-04-18,5.28,0.00014697944968800059
2024-04-19,5.28,0.00014697944968800059
2024-04-22,5.28,0.00014697944968800059
2024-04-23,5.29,0.0001472584150348233
2024-04-24,5.28,0.00014697944968800059
2024-04-25,5.28,0.00014697944968800059
2024-04-26,5.28,0.00014697944968800059
2024-04-29,5.28,0.00014697944968800059
2024-04-30,5.28,0.00014697944968800059
2024-05-01,5.26,0.0001464215257640511
2024-05-02,5.27,0.0001467004865978172
2024-05-03,5.28,0.00014697944968800059
2024-05-06,5.28,0.00014697944968800059
2024-05-07,5.28,0.00014697944968800059
2024-05-08,5.28,0.00014697944968800059
2024-05-09,5.27,0.0001467004865978172
2024-05-10,5.27,0.0001467004865978172
2024-05-13,5.27,0.0001467004865978172
2024-05-14,5.27,0.0001467004865978172
2024-05-15,5.26,0.0001464215257640511
2024-05-16,5.27,0.0001467004865978172
2024-05-17,5.27,0.0001467004865978172
2024-05-20,5.27,0.0001467004865978172
2024-05-21,5.27,0.0001467004865978172
2024-05-22,5.26,0.0001464215257640511
2024-05-23,5.27,0.0001467004865978172
2024-05-24,5.32,0.0001480953246140171
2024-05-27,5.32,0.0001480953246140171
2024-05-28,5.27,0.0001467004865978172
2024-05-29,5.27,0.0001467004865978172
2024-05-30,5.28,0.00014697944968800059
2024-05-31,5.27,0.0001467004865978172
2024-06-03,5.28,0.00014697944968800059
2024-06-04,5.28,0.00014697944968800059
2024-06-05,5.28,0.00014697944968800059
2024-06-06,5.27,0.0001467004865978172
2024-06-07,5.27,0.0001467004865978172
2024-06-10,5.27,0.0001467004865978172
2024-06-11,5.26,0.0001464215257640511
2024-06-12,5.26,0.0001464215257640511
2024-06-13,5.27,0.0001467004865978172
2024-06-14,5.26,0.0001464215257640511
2024-06-17,5.25,0.00014614256718670227
2024-06-18,5.2,0.00014474780814466293
2024-06-19,5.2,0.00014474780814466293
2024-06-20,5.22,0.00014530570499271533
2024-06-21,5.22,0.00014530570499271533
2024-06-24,5.22,0.00014530570499271533
2024-06-25,5.23,0.00014558465680103438
2024-06-26,5.24,0.0001458636108657707
2024-06-27,5.27,0.0001467004865978172
2024-06-28,5.27,0.0001467004865978172
2024-07-01,5.28,0.00014697944968800059
2024-07-02,5.28,0.00014697944968800059
2024-07-03,5.28,0.00014697944968800059
2024-07-04,5.28,0.00014697944968800059
2024-07-05,5.28,0.00014697944968800059
2024-07-08,5.27,0.0001467004865978172
2024-07-09,5.24,0.0001458636108657707
2024-07-10,5.24,0.0001458636108657707
2024-07-11,5.28,0.00014697944968800059
2024-07-12,5.27,0.0001467004865978172
2024-07-15,5.28,0.00014697944968800059
2024-07-16,5.27,0.0001467004865978172
2024-07-17,5.25,0.00014614256718670227
2024-07-18,5.27,0.0001467004865978172
2024-07-19,5.28,0.00014697944968800059
2024-07-22,5.28,0.00014697944968800059
2024-07-23,5.28,0.00014697944968800059
2024-07-24,5.29,0.0001472584150348233
2024-07-25,5.29,0.0001472584150348233
2024-07-26,5.28,0.00014697944968800059
2024-07-29,5.29,0.0001472584150348233
2024-07-30,5.29,0.0001472584150348233
2024-07-31,5.28,0.00014697944968800059
2024-08-01,5.28,0.00014697944968800059
2024-08-02,5.27,0.0001467004865978172
2024-08-05,5.26,0.0001464215257640511
2024-08-06,5.24,0.0001458636108657707
2024-08-07,5.25,0.00014614256718670227
2024-08-08,5.29,0.0001472584150348233
2024-08-09,5.28,0.00014697944968800059
2024-08-12,5.27,0.0001467004865978172
2024-08-13,5.23,0.00014558465680103438
2024-08-14,5.24,0.0001458636108657707
2024-08-15,5.26,0.0001464215257640511
2024-08-16,5.27,0.0001467004865978172
2024-08-19,5.26,0.0001464215257640511
2024-08-20,5.23,0.00014558465680103438
2024-08-21,5.21,0.00014502675544059151
2024-08-22,5.24,0.0001458636108657707
2024-08-23,5.25,0.00014614256718670227
2024-08-26,5.24,0.0001458636108657707
2024-08-27,5.24,0.0001458636108657707
2024-08-28,5.23,0.00014558465680103438
2024-08-29,5.18,0.00014418992032139144
2024-08-30,5.18,0.00014418992032139144
2024-09-02,5.18,0.00014418992032139144
2024-09-03,5.16,0.00014363204152267883
2024-09-04,5.11,0.0001422373840060942
2024-09-05,5.08,0.00014140061656675584
2024-09-06,5.06,0.00014084278288595264
2024-09-09,5.03,0.00014000604928265936
2024-09-10,4.97,0.00013833264297558046
2024-09-11,5.0,0.00013916933597957204
2024-09-12,4.97,0.00013833264297558046
2024-09-13,4.94,0.00013749597027001847
2024-09-16,4.9,0.00013638043823593904
2024-09-17,4.84,0.00013470720783770318
2024-09-18,4.71,0.00013108215377810595
2024-09-19,4.69,0.000130524486972039
2024-09-20,4.68,0.00013024565695052281
2024-09-23,4.66,0.00012968800367052502
2024-09-24,4.59,0.00012773628819773286
2024-09-25,4.6,0.00012801509793147758
2024-09-26,4.7,0.00013080331924775201
2024-09-27,4.71,0.00013108215377810595
2024-09-30,4.74,0.00013191867089545894
2024-10-01,4.76,0.00013247636024638076
2024-10-02,4.73,0.0001316398296018484
2024-10-03,4.76,0.00013247636024638076
2024-10-04,4.78,0.00013303405861586626
2024-10-07,4.78,0.00013303405861586626
2024-10-08,4.75,0.00013219751444371042
2024-10-09,4.72,0.0001313609905626567
2024-10-10,4.76,0.00013247636024638076
2024-10-11,4.75,0.00013219751444371042
2024-10-14,4.75,0.00013219751444371042
2024-10-15,4.72,0.0001313609905626567
2024-10-16,4.71,0.00013108215377810595
2024-10-17,4.71,0.00013108215377810595
2024-10-18,4.7,0.00013080331924775201
2024-10-21,4.7,0.00013080331924775201
2024-10-22,4.68,0.00013024565695052281
2024-10-23,4.67,0.0001299668291834255
2024-10-24,4.66,0.00012968800367052502
2024-10-25,4.67,0.0001299668291834255
2024-10-28,4.66,0.00012968800367052502
2024-10-29,4.67,0.0001299668291834255
2024-10-30,4.67,0.0001299668291834255
2024-10-31,4.58,0.00012745748071796292
2024-11-01,4.57,0.00012717867549194573
2024-11-04,4.56,0.00012689987252012536
2024-11-05,4.54,0.00012634227333796488
2024-11-06,4.5,0.00012522710201934295
2024-11-07,4.51,0.00012550589146842484
2024-11-08,4.51,0.00012550589146842484
2024-11-11,4.51,0.00012550589146842484
2024-11-12,4.52,0.00012578468317103741
2024-11-13,4.51,0.00012550589146842484
2024-11-14,4.52,0.00012578468317103741
2024-11-15,4.52,0.00012578468317103741
2024-11-18,4.52,0.00012578468317103741
2024-11-19,4.49,0.0001249483148240138
2024-11-20,4.5,0.00012522710201934295
2024-11-21,4.54,0.00012634227333796488
2024-11-22,4.53,0.00012606347712762478
2024-11-25,4.56,0.00012689987252012536
